Bio,labels
Goldendoodles. Iced Americanos. Podcasts. Naps. Go Ducks!,-1
Golf,-1
Golf marketing expert with extensive tee to green experiences throughout the United States.,-1
Golf NCAA Football NFL Sports Sports Commentary Government & Politics,-1
Golf ninja. Doting husband. Beer enthusiast. Perpetual future novelist. Unproductive fisherman.,-1
golf professional at Brasada Ranch,-1
Golf travel writer at Always Time for 9; Follow my travels discovering 9-hole gems on America's Highways & Byways. #golfthefairwayslesstraveled,-1
"Golf, snow, travel. Life's a gamble, what's your game? Sacramento, CA",6
"Golf,College Football, R&B/Soul",-1
Gonna Make You Sweat...,-1
good content,-1
good morning&#x1f976;,4
"Good people crafting great homes since 194730,000+ completed projects in the Pacific Northwest.We're proud to be a @BCorporation!",-1
"Good people crafting great homes since 194730,000+ completed projects in the Pacific Northwest.We're proud to be a @BCorporation!",-1
"Good stuff, good stuff...",-1
Good Vibes & Love  *SoundwaveArt* Instagram:MarccusCain.,-1
Good vibes and Go Ducks!,-1
Got one minute? Grab a guitar lesson! All lessons are just one minute long.,3
Gotta bæ❤️ horizons😍🌅 all about friends👥 tweeting every week,9
"Gotta feeling that im going under, but i know i'll make it out alive.",-1
Government & Politics,-1
"Grace Bible Church is the family of God, on the mission of God, for the glory of God in Central Oregon. Part of the Acts29 Network.",-1
"Grace Bible Church is the family of God, on the mission of God, for the glory of God in Central Oregon. Part of the Acts29 Network.",-1
"Grandmothers' Education Fund Africa (G.E.F.A.) exists because of the generosity of people who choose to help Kenyans in great need, particularly children.",-1
"Graphic design, typesetting, mountain dulcimers, liturgy, arts, mission, Syrian saints and good food",-1
"Graphic Designer + Web Developer. Also: skier, climber, hiker, camper, traveler, photographer, reader and astronaut. Ok ok, so one of those is a lie.",-1
Graphic Designer | Digital illustrations and Custom Prints | Available for commissions 💫✨,-1
Graphic designer and soccer mom extraordinaire.,-1
"Graphic Designer, Web Designer, entrepreneur.  I enjoy:  design, microbrews, snowboarding, running, and more.",-1
"Graphic Designer. Husband. Christian. I enjoy: traveling, fly fishing, playing frisbee, basketball, movies, cooking, gaming.",-1
"Graphic recording and visual, culture and organizational change facilitation.",-1
"Grass grower, golfer, sports fan, cook, husband and father of 3...",6
"Great Dane who ended up in beautiful Oregon by the way of a Danish farm, dog nanny job in Los Angeles, Copenhagen Business School, hi-tech jobs in the US - yay!",11
"Great Lakes girl, PNW transplant, feminist, and Vespa lover. Tweets about nonprofits, activism, wine, friends, and good times in Eugene, OR!",-1
Green Building Consultant - Earth Advantage,-1
Green Building movement - Living Building Challenge home,-1
"Green, Sustainability Environment, Economy, Energy",-1
"Grew up in Eugene, OR. Practice medicine in Bend, OR.",-1
grilled cheese artisan.,-1
grilllled cheesin,-1
grindin',-1
"Group Product Manager, OneDrive & SharePoint Engineering",8
Grover,-1
Growing Grateful Children,-1
"Growth strategies for diagnostic, life science, and biopharma companies.",8
GT: iMystic US https://www.umggaming.com/imysticus Member of Heaven Gaming go check there youtube out https://www.youtube.com/user/HeAvEnGamingz,-1
guaranteed disappointment    she/her,-1
Guiding individuals and enterprise to navigate the market development process,8
"guitar player from Bend, Oregon. that’s about it.",3
"Guitarist for a Jamtronica band in Bend, OR. Amateur astronomer. OG LA Kings fan. I love my dogs.https://www.instagram.com/fractal_bend/",3
Guitarist/Vocalist in Voodoo Highway from Bend Oregon,3
"gUmbo, gUmbino, STAR KATZ & The Fuzzies.",-1
gunna stan,-1
guy,-1
Gym owner in Bend Oregon. Started training for American Ninja Warrior. 55 years old. Guess what Billy can do and so can you! Never give up and live your dreams!,-1
"Gymnasts are special, they are not like every normal person. They are different, have bigger dreams. They never give up. It isn't simple being a gymnast.",-1
"Gypsy by trade, Oregonian at heart. Ride yer bike.",11
Hacker lunatique.                       Destroyer of CS education.,-1
"Hairstylist since 2007 • Bend, Oregon || Follow my blog about hair and life || Instagram @haircolumn @kailalundstrom || http://facebook.com/hairwithkaila",-1
Half of Tim and Ness,-1
"Halo Haven is an up and coming progressive rock band with a female singer. Their debut album, Another Chapter, is now available on Amazon, iTunes, and CD Baby.",3
"Handcrafted Quilted, Knitted, & Crocheted Goods & More",5
Handmade Glass Art Beads and Jewelry,5
Handmade Goods!,5
handwriting analyst&kitten dad&shut-in,-1
Hanging out at the intersection of data and people | Crafting  messages that matter | Improving business performance | Practicing    brand + content + strategy,8
Hanna is a 2 Heart defect & 3 Spinal Cord Defect & Kidney Warrior 3x surgery Warrior & passionate Congenital Heart Defect Awareness Advocate.,-1
"Hansmann & Sons Construction, Inc. - Certified Green Builder of fine custom homes throughout Central Oregon.",10
"Hanson & Co is a full service tax and accounting firm located in Bend, Oregon",-1
happily married ❤️,-1
"Happily married for 22+ years to my wonderful husband, Martin, have two four-legged babies named Dakari & Kamuti, lived in Europe, like to decorate & travel",-1
"Happily Married, Animal Loving, Avid Mountain Biker, Adoring Grandmother, Amateur Beader, and Passionate Realtor & Investor in Bend, Oregon and Alaska too!",-1
Happily taken 9.4.2014,-1
Happy & humble // Clayton Darst forevaaa 💍,-1
Happy abstract artist sadly on hiatus. Hopefully back by the end of 2019. Thanks for following and retweeting!,3
"Happy chauffeur of 2, connoisseur of Carrot Cake, small business owner and half marathon runner.",-1
"Happy dad and hubby in beautiful Southern Oregon. Love golf, craft beer, hunting and good food. Go Cowboys! Go Blazers!",11
Happy husband. #prouddad. Ultra runner. #writer @RunOregon #lovetorun,-1
"Happy mom of a Minecraft-crazed ten-year-old, married to a compulsive remodeler, credit union cheerleader, obsessive knitter.",7
Happy photographer/glassblower/traveler/ who goes back to Paris ever Friday in her head. Trying to spread the love through inspirational photography posters.,3
"Happy skeptic. CIO @hdesd, interested in the security, access, mobility, and usability of information.",-1
"Happy snow slider, trout slayer and passionate pursuer of the little white ball.",-1
Happy to be here; confused about why.,-1
"Happy, playful 'Golden-Doodle Service-Dog' #inBend Or. Vegetarian, loves fortune cookies, homemade yogurt & broccoli... just got a baby sis @elleighmaebear",-1
harry styles,-1
Have Fun Club!,-1
"have fun EVERYDAY & drink tasty, hand-crafted beer!!",-1
"Have my fingerprints on @CoreOS, @letsencrypt, @coitsf, @cloudkick, @rackspace, @mozilla, @osuosl, @ycombinator",-1
Haven’t posted in 5 years so I figured I might as well start again!,-1
"HAVING JOY, LIVING PASSIONATELY, AND CONTRIBUTING POSITIVELY TO THE LIVES OF OTHERS AS A CATALYST FOR CHOICE, LOVE, PEACE, PERSONAL GROWTH, & ACHIEVEMENT.",-1
Hawaiian Islander/ BS Gonzaga/ MS UNLV/ Professional Natural Bodybuilder/ Nutrition Clinician / ACSM Exercise Physiologist/Stryker UE Medical Device,1
Hawt,-1
HBI King!,-1
"he say, she say drama",-1
"he/himIt's Shania Twain's world,I'm just living in it🇫🇷🪓🌹",3
he/him. I’m just here to watch it burn,-1
"he/him. rad tech, coffee addict, oregonian, vegan living, @brandicarlile fan. i'm real busy y'all.",-1
"He/Him. Versed in many trades, master of none. Trying everyday to make life better for those around me and maybe myself if I find time. Animator, Barista, Nerd",-1
He/Him/His 🇫🇮 The Shining Star of the North. Forbes 30 under 30!,-1
Head Boys Basketball Coach/PE and Weight Training Teacher at Mountain View High School.,-1
Head Chef at the Dean Public House,-1
Head Girls Varsity Basketball Coach - Summit High School,-1
"Head honcho of @torrent_news, a newsletter about the dynamics of water.",-1
"Head of Healthcare ventures, @expert_dojo, Managing Partner @SuncoastVC. Writer, Podcaster",-1
"Head of School, Seven Peaks School, former professor of theology at Kilns College, pastor of Bend Mennonite Church, husband, father, reluctant tweeter",7
"Healing through prayer. Christian Science practitioner. Striving to 'use every adversity to...live, really live & not just get by on good behavior.' (Luke 16)",-1
Health Club Owner/Dude and track coach,-1
"Health, fitness and business mentor and coach. Helping you live happier, healthier, more fulfilled lives. Founder of Freedomajanae11w@gmail.com 📩",-1
Healthcare Partnerships @ LexisNexis Risk Solutions. Enjoy PacNW outdoors/food and all things NBA/PHL.,-1
Healthcare Professional | Medical Technologist,1
healthy cereal is a hate crime,-1
Healthy living... take no prisoners..... seek the truth.... bipartisan independent ideas.....#MAGA #WETHEPEOPLE,-1
Hear amazing Indie Artists on my IMP Country & Rock shows.  See who's topping the Billboard Country Charts on the Country Countdown with Suzy.  djsuzy@yahoo.com,3
hear.  think.  react.  repeat.  #eleven,-1
Heartfully Curated Handmade Goods,5
Heather Morris  Snapchat: akakendra IG: heatherkaykay,-1
Heavy Melodic Indie Alternative Psychedelic Garage Rock,3
"Hedge Witch Hippy Pagan,Ex goth & surfer ,Gamer,Crafter,Animal lover, Book devote,Tea drinker,Youtube slave,Back talking,Sarcastic,Pajama wearing,Nerd ball.",-1
"helicopter pilot, sugar fiend",-1
"Helicopter pilot, writer, explorer. Not necessarily in that order.",-1
Hello all you lovely people out there. My name is Ashley and I am a hairstylist in Bend Oregon! I enjoy helping people look and feel amazing!,-1
Hello fellow geeks and goths. Welcome to the wacky world of me. I am a storyteller and note worthy social fixture in Bend Oregon.,-1
Hello guys just going to let u know that this is my ALT account wired stuff is happening to this account no worry it's still same IRL @MaryBarackman. Thanks,9
hello hi,-1
Hello my name is megan and I write songs. #ELLSWORTH_music,-1
hello twitter💚🏳️‍🌈🇨🇮just livin' and lovin' life💛🌻,-1
"Hells yeah, beaches. Surf's up.",6
Help as many people as possible to live an epic life!,-1
help entities better engage and retain their audience via mobile apps,-1
help me get followers......or dont,-1
Helping Accomplished Families Preserve Wealth & Enhance Life at Merit Wealth. Wannabe Competitive Cyclist & Occasional Agitator.,-1
"Helping businesses achieve THEIR success through Leadership, Education, and Accountability",-1
Helping companies leverage computer vision and aerial imagery for detection and identification of property attributes.,10
Helping others become healthy and financially free.,-1
Helping people breakthrough default patterns so that they can excel in their business and enjoy the life that they love,-1
Helping people finance their dream homes in Bend for ten years. Send me a tweet to see how I can help you with your next houseing finance.,10
"Helping people who look like me be more compassionate leaders through the tools of education on bias, equity, inclusion and belonging.",-1
Helping professionals get unstuck and exit corporate; Business/franchise consultant; Speaker; MomPreneur; Trail runner; Yogi; Dark chocolate-lover,-1
"Helping small businesses, churches and non-profits look good by providing affordable videos, websites, and designs.",-1
Helping Stroke Survivors Re-Gain Their Strength after Stroke.,1
Helping technology providers engage their market with research-based services,8
Helping to replace unhealthy body and wellness items with products that are good for you! http://www.etsy.com/shop/LotusNaturalsBend,1
Helping traders since 2011.See disclosure statements here: https://www.sagefuturestrading.com/,-1
Helping You Pursue Your Financial Dreams. Brooks Capital Strategies offers customized strategies for all aspects of our clients' financial goals and needs.,8
Hemingway paralleled the blank page to the pressure of facing The White Bull. This daily faceoff is what keeps me sane and drives me insane.,2
Here at Healthy Meals and Cheat Meals we celebrate new life. Through nutrition and proper eating habits I hope to change yours and my lives for the better.,-1
"Here for advise not price💰 If you've been using Google as the gospel of truth for mortgage advise in a Divorce, I'm happy you found your way here.",-1
here I am. what’s this twitter thing all about?,9
Here to share the best dating advice out there,-1
"Herokai, organizer of @rbonales, boardgamer.",-1
hey all you cool cats and kittens,-1
"Hey all you cool cats and kittens, it’s Dylan.",-1
Hey all.  My name is Joel. I'm in the CBD movement with the best full spectrum CBD Oil on the market! http://www.hempworx.com/SplashOfCBD,-1
Hey Babe;),-1
"Hey I'm Bryanna and I'm a  singer,songwriter,and violist. Come and be my friend.",-1
Hey I'm Bryanna. I love to sing and i love the outdoors. Come say hello! :),-1
Hey I'm Nicole. Level 27. Taken. I work hard. I play hard. I love being active! Always positive. Be kind.,-1
Hey peeps! Mommy of 6 and Grandma of 3! Happily married for 15 almost 16 years!,7
